category,subcategory,brand,model,wattage
Climate Control,Heater,Rheem,XE40T10HMS00U0,1.0000
Climate Control,Heater,Rheem,XE50T10HM00U0,1.0000
Climate Control,Heater,Rheem,XE50T10HMS00U0,1.0000
Climate Control,Heater,Rheem,XE65T10HM00U0,1.0000
Climate Control,Heater,Rheem,XE65T10HMS00U0,1.0000
Climate Control,Heater,Rheem,XE80T10HM00U0,1.0000
Climate Control,Heater,Rheem,XE80T10HMS00U0,1.0000
Climate Control,Heater,Richmond,10E40-HP120M,1.0000
Climate Control,Heater,Richmond,10E40-HP120MS,1.0000
Climate Control,Heater,Richmond,10E50-HP120M,1.0000
Climate Control,Heater,Richmond,10E50-HP120MS,1.0000
Climate Control,Heater,Richmond,10E65-HP120M,1.0000
Climate Control,Heater,Richmond,10E65-HP120MS,1.0000
Climate Control,Heater,Richmond,10E80-HP120M,1.0000
Climate Control,Heater,Richmond,10E80-HP120MS,1.0000
Climate Control,Heater,Ruud,PROUH80 T0 RU120-MSO,1.0000
Laundry,Dryer,Miele,Miele,0.9801
Climate Control,Air Conditioner,LG,LW1522FVSM,0.9520
Climate Control,Air Conditioner,LG,LW1522IVSM,0.9520
Kitchen,Diswasher,Hobart,PW Series Utensil Washers,0.94
Climate Control,Air Conditioner,Danby,DAC140EBIBDB,0.9333
Climate Control,Air Conditioner,Frigidaire,FHWW145WE1,0.9333
Climate Control,Air Conditioner,GE Profile,PWDV14W**#,0.9333
Climate Control,Air Conditioner,Hisense,AW1422TW1W,0.9333
Climate Control,Air Conditioner,Midea,MAW14R1VWT,0.9333
Climate Control,Air Conditioner,Midea,MAW14S1VWT-A,0.9333
Climate Control,Air Conditioner,Midea,MWCUWA-14CRFN8-BCN10,0.9333
Climate Control,Air Conditioner,Vissani,VAWA14V4HWT,0.9333
Climate Control,Air Conditioner,GE Profile,AHTR14AC*#,0.9187
Laundry,Washer,Maytag,MVW7232H**,0.9153
Climate Control,Air Conditioner,LUBECK,57H-ID0-B12HRFN8BCL0,0.9027
Climate Control,Air Conditioner,Keystone,KSTAW12INV-HC,0.9027
Climate Control,Air Conditioner,Midea,MAW12HV1CWT,0.9027
Climate Control,Air Conditioner,Midea,MWAUQB-12HRFN8-BCL0,0.9027
Climate Control,Heater,American,HPV10250H009DV 2**,0.9000
Climate Control,Heater,American,HPV10266H009DV 2**,0.9000
Climate Control,Heater,American,HPV10280H009DV 2**,0.9000
Climate Control,Heater,A. O. Smith,HPTV-50 2**,0.9000
Climate Control,Heater,A. O. Smith,HPTV-66 2**,0.9000
Climate Control,Heater,A. O. Smith,HPTV-80 2**,0.9000
Climate Control,Heater,A. O. Smith,HPV10-50H01DV 2**,0.9000
Climate Control,Heater,A. O. Smith,HPV10-66H01DV 2**,0.9000
Climate Control,Heater,A. O. Smith,HPV10-80H01DV 2**,0.9000
Climate Control,Heater,Lochinvar,HPV050KD 2**,0.9000
Climate Control,Heater,Lochinvar,HPV065KD 2**,0.9000
Climate Control,Heater,Lochinvar,HPV080KD 2**,0.9000
Climate Control,Heater,RELIANCE WATER HEATERS,10-50-DHPTV 2**,0.9000
Climate Control,Heater,RELIANCE WATER HEATERS,10-66-DHPTV 2**,0.9000
Climate Control,Heater,RELIANCE WATER HEATERS,10-80-DHPTV 2**,0.9000
Climate Control,Heater,SANCO2,GS4-45HPC-D + SAN-119GLBK,0.9000
Climate Control,Heater,SANCO2,GS4-45HPC-D + SAN-43SSAQA,0.9000
Climate Control,Heater,SANCO2,GS4-45HPC-D + SAN-83SSAQA,0.9000
Climate Control,Heater,SANCO2,GS4-45HPC + SAN-119GLBK,0.9000
Climate Control,Heater,SANCO2,GS4-45HPC + SAN-43SSAQA,0.9000
Climate Control,Heater,SANCO2,GS4-45HPC + SAN-83SSAQA,0.9000
Climate Control,Heater,SANCO2,GS5-45HPC-D HP + ECO-43SSAQB,0.9000
Climate Control,Heater,SANCO2,GS5-45HPC HP + ECO-43SSAQB,0.9000
Climate Control,Heater,State,HPVX-50-DHPT 2**,0.9000
Climate Control,Heater,State,HPVX-66-DHPT 2**,0.9000
Climate Control,Heater,State,HPVX-80-DHPT 2**,0.9000
Laundry,Washer,Whirlpool,WTW7120H**,0.8915
Laundry,Washer,Maytag,MVW7230H**,0.8814
Laundry,Washer,Maytag,MVW8230H**,0.8814
Laundry,Washer,Whirlpool,WTW500CM** (V22aAf50(3B)),0.8814
Laundry,Washer,Whirlpool,WTW6150P**,0.8814
Laundry,Washer,Whirlpool,WTW6157P**,0.8814
Laundry,Washer,Whirlpool,WTW8120H**,0.8814
Laundry,Washer,Whirlpool,WTW8127L**,0.8814
Laundry,Dryer,LG,WKHC202H*A,0.8804
Laundry,Dryer,Samsung,DV53BB89**H*,0.8634
Kitchen,Diswasher,"Meiko USA, Inc.",FV250.2,0.86
Laundry,Washer,Whirlpool,WTW8700E**,0.8508
Kitchen,Diswasher,"Meiko USA, Inc.",M006DWFL10M1-20,0.84
Laundry,Dryer,Miele,Miele,0.8293
Laundry,Dryer,LG,DLHC6702*,0.8293
Laundry,Dryer,LG,DLHC5502*,0.8293
Laundry,Dryer,LG,WKHC252H*A,0.8293
Climate Control,Air Conditioner,GE Profile,PHNT12CCH1,0.8293
Laundry,Dryer,GE,H43E_3_N,0.8279
Laundry,Dryer,GE,H43E_3_N,0.8279
Laundry,Dryer,Asko,T208H.W.U,0.8219
Laundry,Dryer,LG,DLHC4002*,0.8132
Laundry,Dryer,Miele,Miele,0.8057
Laundry,Dryer,Miele,Miele,0.8057
Climate Control,Air Conditioner,LG,LW1222IVSM,0.8000
Climate Control,Air Conditioner,LG,LW1224IVSM,0.8000
Climate Control,Air Conditioner,BLACK+DECKER,BD12NWES,0.8000
Climate Control,Air Conditioner,Century,RXTS-121A,0.8000
Climate Control,Air Conditioner,Comfort Aire,RXTS-121A,0.8000
Climate Control,Air Conditioner,Danby,DAC120ECBIWDB,0.8000
Climate Control,Air Conditioner,DELLA,048-TL-W12KI,0.8000
Climate Control,Air Conditioner,DELLA,048-TL-W12KI,0.8000
Climate Control,Air Conditioner,Friedrich,CCV12A10A,0.8000
Climate Control,Air Conditioner,Frigidaire,FHWW125WE1,0.8000
Climate Control,Air Conditioner,Frigidaire Gallery,GHWQ123WC1,0.8000
Climate Control,Air Conditioner,Frigidaire Gallery,GHWQ125WD1,0.8000
Climate Control,Air Conditioner,Frigidaire Gallery,GHWW125TE1,0.8000
Climate Control,Air Conditioner,GE Profile,PWDV12W**#,0.8000
Climate Control,Air Conditioner,Hisense,143-1306-8,0.8000
Climate Control,Air Conditioner,Hisense,AW1222TW1W,0.8000
Climate Control,Air Conditioner,Hisense,AWL1225TW1W,0.8000
Climate Control,Air Conditioner,Hisense,LWCT12W25A,0.8000
Climate Control,Air Conditioner,Hisense,WAWL1225TW1W,0.8000
Climate Control,Air Conditioner,Hykolity,ACB-2603,0.8000
Climate Control,Air Conditioner,Insignia,NS-AC12WWH5-C,0.8000
Climate Control,Air Conditioner,Keystone,KSTAW121WA,0.8000
Climate Control,Air Conditioner,Keystone,KSTAW12INV,0.8000
Climate Control,Air Conditioner,Midea,MAW12AV1QWT,0.8000
Climate Control,Air Conditioner,Midea,MAW12AV1QWT-C,0.8000
Climate Control,Air Conditioner,Midea,MAW12S1VWT-A,0.8000
Climate Control,Air Conditioner,Midea,MAW12V1QWT,0.8000
Climate Control,Air Conditioner,Midea,MAW12V1QWT-M,0.8000
Climate Control,Air Conditioner,Midea,MAW12V1YWT-S,0.8000
Climate Control,Air Conditioner,Midea,MAW12W1QWT,0.8000
Climate Control,Air Conditioner,Midea,MW12MSWBA5RCM,0.8000
Climate Control,Air Conditioner,Midea,MW12MSWBA6RCM,0.8000
Climate Control,Air Conditioner,Midea,MWAUQB-12CRFN8-BCN10,0.8000
Climate Control,Air Conditioner,Midea,MWCUWA-12CRFN8-BCN10,0.8000
Climate Control,Air Conditioner,Midea,MWCUWA-12CRFN8-BCN10,0.8000
Climate Control,Air Conditioner,OMNI MAX,OWH121CV4A,0.8000
Climate Control,Air Conditioner,Perfect aire,1PACU12000,0.8000
Climate Control,Air Conditioner,Perfect aire,1PACV12000,0.8000
Climate Control,Air Conditioner,Richmond,RMV12A10A,0.8000
Climate Control,Air Conditioner,ROVSUN,TIWC-12CRD1,0.8000
Climate Control,Air Conditioner,TCL,H12W4MW,0.8000
Climate Control,Air Conditioner,Vissani,VAWA12V4HWT,0.8000
Climate Control,Air Conditioner,Vissani,VWL1225T,0.8000
Climate Control,Air Conditioner,Whirlpool,WHAW-121IN,0.8000
Climate Control,Air Conditioner,ZOKOP,TIWC-12CRD1,0.8000
Climate Control,Air Conditioner,GE Profile,AHTR12ACH2,0.7920
Climate Control,Air Conditioner,Midea,1010451379,0.7893
Climate Control,Air Conditioner,Midea,MAW12U1QWT,0.7893
Climate Control,Air Conditioner,Midea,MWAUQB-12CRFN8-BCN12,0.7893
Laundry,Dryer,Samsung,DV45DG60**H*,0.7853
Kitchen,Diswasher,Hobart,PW Series Utensil Washers,0.78
Laundry,Dryer,Summit,SLD242W,0.7692
Laundry,Dryer,Summit,LDHP24,0.7692
Laundry,Dryer,BREDA,LUDH92700,0.7692
Laundry,Dryer,Miele,Miele,0.7621
Laundry,Dryer,Miele,Miele,0.7621
Laundry,Dryer,Miele,Miele,0.7621
Laundry,Dryer,Miele,Miele,0.7621
Laundry,Dryer,Miele,Miele,0.7621
Laundry,Dryer,Miele,Miele,0.7621
Laundry,Dryer,Whirlpool,WHD5090G**,0.7586
Laundry,Dryer,Whirlpool,YWHD5090G**,0.7586
Laundry,Washer,Kenmore,3145#,0.7458
Laundry,Washer,LG,WT7010C*,0.7458
Laundry,Washer,LG,WT7060C*,0.7458
Laundry,Washer,LG,WT7100C*,0.7458
Laundry,Washer,LG,WT7150C*,0.7458
Laundry,Washer,LG,WT7305C*,0.7458
Laundry,Washer,LG,WT7405C*,0.7458
Laundry,Washer,LG,WT7485C*,0.7458
Laundry,Dryer,Whirlpool,WHD3090G**,0.7356
Laundry,Dryer,Whirlpool,YWHD3090G**,0.7356
Kitchen,Diswasher,Hobart,PW Series Utensil Washers,0.73
Kitchen,Diswasher,Hobart,PW Series Utensil Washers,0.73
Laundry,Washer,Whirlpool,WTW7500G**,0.7186
Laundry,Washer,LG,WT8405C*,0.7119
Laundry,Dryer,LG,DLHC1455*,0.7049
Climate Control,Air Conditioner,GE Profile,PHNT10CCH1,0.7013
Laundry,Dryer,Asko,T411HS.W.U,0.6970
Laundry,Dryer,Blomberg,DHP24400W,0.6867
Laundry,Dryer,Blomberg,DHP24412W,0.6867
Laundry,Dryer,Beko,HPD24412W,0.6867
Laundry,Dryer,Beko,HPD24414W,0.6867
Laundry,Dryer,Blomberg,DHP24404W,0.6867
Laundry,Dryer,Midea,MLE27N5AWWC,0.6854
Laundry,Dryer,Insignia,NS-FDRE44W1-C,0.6854
Laundry,Dryer,Insignia,NS-FDRE44W1,0.6854
Laundry,Washer,LG,WT7155C*,0.6780
Climate Control,Air Conditioner,GREE,GJH09BW-A6DRNL1A,0.6733
Laundry,Washer,Maytag,MVWB865F**,0.6712
Laundry,Washer,Maytag,MVWB955F**,0.6678
Climate Control,Air Conditioner,LG,LW1022FVSM,0.6667
Climate Control,Air Conditioner,LG,LW1022IVSM,0.6667
Climate Control,Air Conditioner,BLACK+DECKER,BD10NWES,0.6667
Climate Control,Air Conditioner,Century,RXTS-101A,0.6667
Climate Control,Air Conditioner,Comfort Aire,RXTS-101A,0.6667
Climate Control,Air Conditioner,Danby,DAC100B8IWDB-6,0.6667
Climate Control,Air Conditioner,DELLA,048-TL-W10KI,0.6667
Climate Control,Air Conditioner,DELLA,048-TL-W10KI,0.6667
Climate Control,Air Conditioner,Friedrich,CCV10A10A,0.6667
Climate Control,Air Conditioner,Frigidaire,FHWW105WE1,0.6667
Climate Control,Air Conditioner,Frigidaire Gallery,GHWQ103WC1,0.6667
Climate Control,Air Conditioner,Frigidaire Gallery,GHWQ105WD1,0.6667
Climate Control,Air Conditioner,Frigidaire Gallery,GHWW105TE1,0.6667
Climate Control,Air Conditioner,GE Profile,PWDV10W**#,0.6667
Climate Control,Air Conditioner,Hisense,AW1023TW1W,0.6667
Climate Control,Air Conditioner,Hykolity,ACB-2602,0.6667
Climate Control,Air Conditioner,Keystone,KSTAW101WA,0.6667
Climate Control,Air Conditioner,Keystone,KSTAW10INV,0.6667
Climate Control,Air Conditioner,Midea,MAW10S1VWT-A,0.6667
Climate Control,Air Conditioner,Midea,MAW10V1QWT,0.6667
Climate Control,Air Conditioner,Midea,MAW10W1QWT,0.6667
Climate Control,Air Conditioner,Midea,MW10MSWBA5RCM,0.6667
Climate Control,Air Conditioner,Midea,MW10MSWBA6RCM,0.6667
Climate Control,Air Conditioner,Midea,MWAUQB-10CRFN8-BCN10,0.6667
Climate Control,Air Conditioner,Midea,MWCUWA-10CRFN8-BCN10,0.6667
Climate Control,Air Conditioner,Noma,043-8815-2,0.6667
Climate Control,Air Conditioner,Noma iQ,143-0088-2,0.6667
Climate Control,Air Conditioner,Noma iQ,143-0088-2,0.6667
Climate Control,Air Conditioner,Perfect aire,1PACU10000,0.6667
Climate Control,Air Conditioner,Perfect aire,1PACV10000,0.6667
Climate Control,Air Conditioner,Richmond,RMV10A10A,0.6667
Climate Control,Air Conditioner,ROVSUN,TIWC-10CRD1,0.6667
Climate Control,Air Conditioner,TCL,H10W4MW,0.6667
Climate Control,Air Conditioner,Vissani,VAWA10V4HWT,0.6667
Climate Control,Air Conditioner,Whirlpool,WHAW-101IN,0.6667
Climate Control,Air Conditioner,Windmill,10W2Wi,0.6667
Climate Control,Air Conditioner,ZOKOP,TIWC-10CRD1,0.6667
Laundry,Washer,Whirlpool,WTW8000D**,0.6644
Laundry,Washer,Whirlpool,WTW8000D*+,0.6644
Laundry,Washer,Whirlpool,WTW8040D**,0.6644
Kitchen,Diswasher,Hobart,PW10SeR,0.66
Kitchen,Diswasher,Hobart,PWVSeR,0.66
Laundry,Washer,Whirlpool,WTW8510F**,0.6576
Climate Control,Air Conditioner,GE Profile,AHTR10ACH2,0.6427
Laundry,Dryer,LG,WKHC152H*A,0.6409
Laundry,Washer,Maytag,MVWB835D**,0.6339
Laundry,Washer,Maytag,MVWB855D**,0.6339
Climate Control,Air Conditioner,Midea,1010451479,0.6253
Climate Control,Air Conditioner,Midea,MAW10U1QWT,0.6253
Climate Control,Air Conditioner,Midea,MWAUQB-10CRFN8-BCP0,0.6253
Laundry,Dryer,Bosch,WQB245AXUC,0.6159
Laundry,Washer,LG,WT7050C*,0.6102
Laundry,Washer,Midea,MLH52N4AWW,0.6102
Laundry,Dryer,Bosch,WTW87NH1UC,0.6023
Climate Control,Heater,Smart Solar,SSG2-ES 120,0.6000
Climate Control,Heater,Smart Solar,SSG2-ES 65,0.6000
Climate Control,Heater,Smart Solar,SSG2-ES 80,0.6000
Laundry,Washer,GE,GTW500A*N***,0.5932
Laundry,Washer,GE,GTW500A*N***,0.5932
Laundry,Washer,GE,GTW538A*W***,0.5932
Laundry,Washer,GE,GTW540A*P***,0.5932
Kitchen,Diswasher,Hobart,PW Series Utensil Washers,0.59
Kitchen,Diswasher,Hobart,PW Series Utensil Washers,0.59
Laundry,Washer,GE,GTW490ACJ8WS,0.5763
Laundry,Washer,Whirlpool,WTW7000D**,0.5729
Laundry,Washer,Whirlpool,WTW7040D**,0.5729
Laundry,Washer,Whirlpool,WTW7300D**,0.5729
Laundry,Dryer,Samsung,DV25B68**H*,0.5728
Climate Control,Air Conditioner,LG,LW8024IVSM,0.5667
Climate Control,Air Conditioner,Midea,MWCUPWHP-09HEFN8-BCL1,0.5627
Kitchen,Diswasher,Champion,EUCCW8-HRU,0.56
Laundry,Washer,GE,GTW680BMM**,0.5593
Laundry,Washer,GE,GTW680BMM**,0.5593
Laundry,Washer,GE,GTW680BMR***,0.5593
Laundry,Washer,GE,GTW690BM***,0.5593
Laundry,Washer,GE,GTW720B*N***,0.5593
Laundry,Washer,Samsung,WA52B76**A*,0.5593
Laundry,Washer,Samsung,WA52M77**A*,0.5593
Laundry,Washer,Samsung,WA52T76**A*,0.5593
Laundry,Washer,Samsung,WA54M87**A*,0.5593
Laundry,Washer,Samsung,WA54R76**A*,0.5593
Laundry,Washer,GE,GTW550BMR***,0.5559
Laundry,Washer,GE,GTW580BMR***,0.5559
Climate Control,Air Conditioner,Gradient,CCHP11,0.5533
Climate Control,Air Conditioner,Midea,MAW08HV1CWT,0.5520
Climate Control,Air Conditioner,Honeywell,HAC-8I,0.5520
Climate Control,Air Conditioner,Keystone,KSTAW08INV-HC,0.5520
Climate Control,Air Conditioner,Midea,MWAUQB-08HRFN8-BCL0,0.5520
Laundry,Washer,Crosley,CFWMH45125AW,0.5492
Laundry,Washer,Crosley,CFWMH45125AX,0.5492
Laundry,Washer,Kenmore,4178#,0.5424
Laundry,Washer,GE,GTW470BMM***,0.5424
Laundry,Washer,GE,GTW485BMM***,0.5424
Laundry,Washer,GE Adora,GTW495*****,0.5424
Laundry,Washer,Maytag,MVWB755D**,0.5424
Kitchen,Diswasher,Champion,EUCCW8,0.54
Laundry,Washer,Maytag,MHW8630H**,0.5390
Laundry,Washer,GE Profile,PTW605B*R***,0.5356
Laundry,Washer,GE,GFW550S*N***,0.5356
Laundry,Washer,GE,GFW550S*R***,0.5356
Laundry,Washer,GE,GFW650S*N***,0.5356
Laundry,Washer,GE,GFW655S*V***,0.5356
Laundry,Washer,GE,GFW850S*N***,0.5356
Laundry,Washer,GE Profile,PFW950S*T***,0.5356
Laundry,Washer,GE Profile,PTW600B*R***,0.5356
Climate Control,Air Conditioner,Midea,MAW08AV1QWT,0.5333
Climate Control,Air Conditioner,Midea,MAW08AV1QWT-C,0.5333
Climate Control,Air Conditioner,Midea,MAW08S1VWT-A,0.5333
Climate Control,Air Conditioner,BLACK+DECKER,BD08NWES,0.5333
Climate Control,Air Conditioner,Century,RXTS-81A,0.5333
Climate Control,Air Conditioner,Comfort Aire,RXTS-81A,0.5333
Climate Control,Air Conditioner,Danby,DAC080B7IWDB-6,0.5333
Climate Control,Air Conditioner,Danby,DAC080B8IWDB-6,0.5333
Climate Control,Air Conditioner,Danby,DAC080EBIBDB,0.5333
Climate Control,Air Conditioner,DELLA,048-TL-W8KI,0.5333
Climate Control,Air Conditioner,DELLA,048-TL-W8KI,0.5333
Climate Control,Air Conditioner,Friedrich,CCV08A10A,0.5333
Climate Control,Air Conditioner,Frigidaire,FHWW085WE1,0.5333
Climate Control,Air Conditioner,Frigidaire Gallery,GHWQ083WC1,0.5333
Climate Control,Air Conditioner,Frigidaire Gallery,GHWQ085WD1,0.5333
Climate Control,Air Conditioner,Frigidaire Gallery,GHWW085TE1,0.5333
Climate Control,Air Conditioner,GE Profile,PWDV08W**#,0.5333
Climate Control,Air Conditioner,Hisense,AHW0823TW1W,0.5333
Climate Control,Air Conditioner,Hisense,HLAW0825TW,0.5333
Climate Control,Air Conditioner,Hykolity,ACB-2601,0.5333
Climate Control,Air Conditioner,Keystone,KSTAW081WA,0.5333
Climate Control,Air Conditioner,Keystone,KSTAW08INV,0.5333
Climate Control,Air Conditioner,Midea,MAW08V1QWT,0.5333
Climate Control,Air Conditioner,Midea,MAW08V1QWT-T,0.5333
Climate Control,Air Conditioner,Midea,MAW08W1QWT,0.5333
Climate Control,Air Conditioner,Midea,MW08MSWBA1RCM,0.5333
Climate Control,Air Conditioner,Midea,MW08MSWBA5RCM,0.5333
Climate Control,Air Conditioner,Midea,MWAUQB-08CRFN8-BCN10,0.5333
Climate Control,Air Conditioner,Midea,MWCUWA-08CRFN8-BCN10,0.5333
Climate Control,Air Conditioner,Noma,043-8814-4,0.5333
Climate Control,Air Conditioner,Noma iQ,143-0087-4,0.5333
Climate Control,Air Conditioner,Noma iQ,143-0087-4,0.5333
Climate Control,Air Conditioner,Perfect aire,1PACU8000,0.5333
Climate Control,Air Conditioner,Perfect aire,1PACV8000,0.5333
Climate Control,Air Conditioner,Richmond,RMV08A10A,0.5333
Climate Control,Air Conditioner,ROVSUN,TIWC-08CRD1,0.5333
Climate Control,Air Conditioner,ROVSUN,TIWC-08CRD1,0.5333
Climate Control,Air Conditioner,TCL,H8W4MW,0.5333
Climate Control,Air Conditioner,Whirlpool,WHAW-081IN,0.5333
Climate Control,Air Conditioner,Windmill,08W2Wi,0.5333
Climate Control,Air Conditioner,ZOKOP,TIWC-08CRD1,0.5333
Laundry,Washer,GE,GTW490BMR***,0.5288
Laundry,Washer,GE,GTW685BMR***,0.5288
Climate Control,Air Conditioner,LG,LW8022IVSM,0.5160
Laundry,Dryer,Samsung,DV22N685*H*,0.5124
Laundry,Dryer,Samsung,DV22N680*H*,0.5124
Laundry,Washer,Kenmore,3143#,0.5085
Laundry,Washer,Kenmore,3177#,0.5085
Laundry,Washer,Crosley,YTW4514*N***,0.5085
Laundry,Washer,GE,GFW510S*N***,0.5085
Laundry,Washer,GE,GFW510S*V***,0.5085
Laundry,Washer,GE,GTW685B*L***,0.5085
Laundry,Washer,GE Profile,PFQ83HSHW***,0.5085
Laundry,Washer,GE Profile,PFQ83HSLW***,0.5085
Laundry,Washer,GE Profile,PFQ83HSPW***,0.5085
Laundry,Washer,GE Profile,PFQ83HSSW***,0.5085
Laundry,Washer,LG,WT7700H*A,0.5085
Laundry,Washer,LG,WT7710H*A,0.5085
Laundry,Washer,LG,WT7800H*A,0.5085
Laundry,Washer,LG,WT7880H*A,0.5085
Laundry,Washer,LG,WT7900H*A,0.5085
Laundry,Washer,Whirlpool,WFW6605M**,0.5085
Climate Control,Air Conditioner,Midea,1010451315,0.5000
Climate Control,Air Conditioner,Midea,MAW08U1QWT,0.5000
Climate Control,Air Conditioner,Midea,MWAUQB-08CRFN8-BCP0,0.5000
Kitchen,Diswasher,Champion,EUCCW4,0.5
Kitchen,Diswasher,Jackson,JFS,0.5
Laundry,Washer,GE Profile,PTW700B*T***,0.4915
Laundry,Washer,GE Profile,PTW705B*T***,0.4915
Laundry,Washer,GE Profile,PTW800B*W***,0.4915
Laundry,Washer,GE Profile,PTW805B*W***,0.4915
Laundry,Washer,GE Profile,PTW900B*T***,0.4915
Laundry,Washer,GE Profile,PTW905B*T***,0.4915
Laundry,Washer,Maytag,MHW6630H**,0.4847
Laundry,Washer,GE,GUD27EE*N***,0.4746
Laundry,Washer,GE,GUD27EE*N***,0.4746
Laundry,Washer,GE,GUD27GE*N***,0.4746
Laundry,Washer,GE,GUD37EE*N***,0.4746
Laundry,Washer,GE,GUD57EE*T***,0.4746
Laundry,Washer,LG,WT1150C*,0.4746
Laundry,Washer,LG,WT1501C*,0.4746
Laundry,Washer,LG,WT5275C*,0.4746
Laundry,Washer,Maytag,MFW7020R**,0.4746
Laundry,Washer,Whirlpool,WFW4720R**,0.4746
Laundry,Washer,Whirlpool,WFW5720R**,0.4746
Laundry,Washer,Whirlpool,WFW6720R**,0.4746
Laundry,Washer,Whirlpool,WFC682CL**,0.4712
Laundry,Washer,Whirlpool,WFW5620H**,0.4712
Laundry,Washer,Whirlpool,WFW6620H**,0.4712
Laundry,Washer,GE,GTW560BM***,0.4644
Laundry,Washer,GE,GTW575BM***,0.4644
Laundry,Washer,GE Profile,PFQ97HS*V***,0.4610
Laundry,Washer,GE Profile,PFW870S*V***,0.4610
Laundry,Washer,GE Profile,PFW955S*W***,0.4610
Kitchen,Diswasher,Champion,EUCCW6,0.46
Kitchen,Diswasher,Champion,EUCCW6-HRU,0.46
Kitchen,Diswasher,Champion,EUCCW4-HRU,0.46
Laundry,Washer,LG,WT5680H*A,0.4576
Laundry,Dryer,Samsung,DV25B69**H*,0.4569
Laundry,Washer,GE,GTW490ACJ2WS,0.4508
Laundry,Washer,GE,GTW490ACJ3WS,0.4508
Laundry,Washer,GE,GTW490ACJ4WS,0.4508
Laundry,Washer,GE,GTW490ACJ5WS,0.4508
Laundry,Washer,GE,GTW490ACJ6WS,0.4508
Laundry,Washer,GE,GTW490ACJ7WS,0.4508
Laundry,Washer,Kenmore,3155#,0.4407
Laundry,Washer,Kenmore,3171#,0.4407
Laundry,Washer,Samsung,WF56H91**C*,0.4407
Laundry,Washer,LG,WT1901C*,0.4407
Laundry,Washer,LG,WT7200C*,0.4407
Laundry,Washer,LG,WT7400C*,0.4407
Laundry,Washer,LG,WT7480C*,0.4407
Laundry,Washer,LG,WT7500C*,0.4407
Laundry,Washer,LG,WT7600H*A,0.4407
Laundry,Washer,LG,WT7800C*,0.4407
Laundry,Washer,LG,WT7850H*A,0.4407
Laundry,Washer,Whirlpool,WFW5605M**,0.4407
Climate Control,Air Conditioner,Hisense,WCT06W25A,0.4373
Laundry,Washer,Maytag,MHW5630H**,0.4339
Laundry,Washer,Whirlpool,WFW5090J**,0.4339
Laundry,Washer,Samsung,WA50M74**A*,0.4237
Laundry,Washer,Samsung,WA50T74**A*,0.4237
Laundry,Washer,Inglis,IFW5900H**,0.4169
Laundry,Washer,Amana,NFW5800H**,0.4169
Laundry,Washer,Whirlpool,WFW560CH**,0.4169
Entertainment,TV,Samsung,QN85QN95DAF,0.4137
Laundry,Washer,Kenmore,4107#,0.4068
Laundry,Washer,Samsung,WA55A77**A*,0.4068
Laundry,Washer,Samsung,WA55CG71**A*,0.4068
Laundry,Washer,Samsung,WA55CG75**A*,0.4068
Laundry,Washer,Kenmore,4198#,0.4068
Laundry,Washer,LG,WM1385H*,0.4068
Laundry,Washer,LG,WM1388H*,0.4068
Laundry,Washer,LG,WM1399H*A,0.4068
Laundry,Washer,LG,WM1455H*A,0.4068
Laundry,Washer,LG,WM8100H*A,0.4068
Laundry,Washer,LG,WM9000H*A,0.4068
Laundry,Washer,LG,WM9500H*A,0.4068
Laundry,Washer,LG,WT8200C*,0.4068
Laundry,Washer,LG,WT8205C*,0.4068
Laundry,Washer,LG,WT8400C*,0.4068
Laundry,Washer,LG,WT8480C*,0.4068
Laundry,Washer,LG,WT8600C*,0.4068
Laundry,Washer,Samsung,WA49B5205A*,0.4068
Laundry,Washer,Samsung,WA50A54**A*,0.4068
Laundry,Washer,Samsung,WA50R52**A*,0.4068
Laundry,Washer,Samsung,WA50R54**A*,0.4068
Laundry,Washer,Samsung,WA50T53**A*,0.4068
Laundry,Washer,Samsung,WA51A5505A*,0.4068
Laundry,Washer,Samsung,WA51DG5505A*,0.4068
Laundry,Washer,Samsung,WA52A55**A*,0.4068
Laundry,Washer,Samsung,WA52DG55**A*,0.4068
Laundry,Washer,Samsung,WA53CG7155A*,0.4068
Laundry,Washer,Samsung,WA53CG7555A*,0.4068
Laundry,Washer,Samsung,WA54A7305A*,0.4068
Laundry,Washer,Samsung,WA54CG7105A*,0.4068
Laundry,Washer,Samsung,WA54CG715*A*,0.4068
Laundry,Washer,Samsung,WA54CG755*A*,0.4068
Laundry,Washer,Samsung,WA54R72**A*,0.4068
Laundry,Washer,Samsung,WA55A73**A*,0.4068
Laundry,Washer,Bosch,WGB246AXUC,0.4000
Laundry,Washer,Whirlpool,WFW3090J**,0.4000
Laundry,Washer,Miele,WWD160,0.3932
Laundry,Washer,Miele,WWD660,0.3932
Laundry,Washer,Miele,WXD160,0.3932
Laundry,Washer,Miele,WXF660,0.3932
Laundry,Washer,Miele,WXI860,0.3932
Laundry,Washer,Miele,WXR860,0.3932
Entertainment,TV,Samsung,QN85QN90DAF,0.3900
Laundry,Washer,Whirlpool,WFW3090G**,0.3898
Climate Control,Air Conditioner,LG,LW6023IVSM,0.3867
Laundry,Washer,Criterion,CFW45N1AW,0.3797
Laundry,Washer,Midea,MFH180-G1304DS/F01E-US,0.3797
Laundry,Washer,Midea,MLH45N1AWW,0.3797
Laundry,Washer,Midea,MLH52N3AWW,0.3797
Laundry,Washer,Midea,MLH52N5AWW,0.3797
